,name,mission_area,science_topic,date,lat_n,lon_w,lat_s,lon_e,visits
864,empower revolutionary e-markets,Core Sience Systems,Forestry,1996-04-08,35.61452,-88.81395,21.357700251067772,-83.84344558866457,132
865,envisioneer sticky paradigms,Core Sience Systems,Wildlife Disease,1980-09-18,39.72943,-104.83192,30.89315242109506,-89.02906157639836,38
866,deploy transparent e-business,Water Resources,Botany,2003-08-11,25.67927,-80.31727,8.553769953851361,-67.06005993463151,390
867,transition user-centric web-readiness,Core Sience Systems,Geography,1996-11-28,26.2173,-80.22588,6.456006358105441,-66.43487155586728,51
868,extend ubiquitous supply-chains,Energy and Minerals,Botany,1993-05-07,47.92526,-97.03285,46.68498990676376,-82.41470152383329,405
869,empower viral deliverables,Environmental Health,Botany,1988-08-24,41.75338,-86.11084,33.90033064075003,-85.66837467810468,462
870,transform cross-media web-readiness,Land Resources,Mineral Resources,1972-08-31,40.60538,-73.75513,39.54730121310507,-71.77834480744923,315
871,seize bleeding-edge models,Water Resources,Remote Sensing,1999-07-07,33.45122,-86.99666,15.817346073559865,-68.01666133526734,135
872,benchmark best-of-breed e-business,Water Resources,Seismology,2019-02-15,30.17746,-81.38758,21.460542161124938,-77.8939867664664,3
873,whiteboard wireless portals,Ecosystems,Geography,1999-05-25,38.96372,-76.99081,23.73429679106007,-57.76439560725137,106
874,implement robust convergence,Natural Hazards,Land Use Change,2004-11-26,34.09611,-118.10583,32.2808856255341,-107.53537817233418,317
875,benchmark cutting-edge infrastructures,Natural Hazards,Forestry,1999-01-20,36.91023,-121.75689,17.69203730915826,-103.12510559425098,110
876,embrace bricks-and-clicks functionalities,Natural Hazards,Hydrology,1991-01-23,45.16024,-93.08883,44.02137005165097,-90.07693526883057,392
877,reinvent clicks-and-mortar networks,Land Resources,Climatology,1975-12-30,44.99012,-123.02621,26.142689283488554,-107.63726628807471,121
878,empower cross-media systems,Natural Hazards,Climatology,1989-05-19,35.88264,-80.08199,25.75301014867625,-62.92920555044641,210
879,drive next-generation architectures,Core Sience Systems,Botany,1999-03-12,39.32011,-76.51552,28.5218037034049,-56.68736974852604,96
880,iterate seamless infrastructures,Water Resources,Planetary Sciences,1986-06-05,40.94065,-73.99681,34.01478656806491,-65.14029128892835,321
881,morph transparent web services,Ecosystems,Forestry,1986-12-09,32.44874,-99.73314,16.48729403585783,-90.30958649418567,147
882,leverage e-business methodologies,Core Sience Systems,Remote Sensing,1999-08-03,41.84364,-87.71255,32.395607500416304,-74.1774442405956,187
883,streamline transparent schemas,Core Sience Systems,Land Use Change,2013-04-05,27.71809,-82.35176,14.154246884943337,-67.64128415021356,104
884,implement intuitive deliverables,Core Sience Systems,Wildlife Biology,1991-07-08,36.06523,-119.01677,28.487506310767323,-111.73737149958936,93
885,drive robust synergies,Natural Hazards,Geomorphology,1973-01-30,33.35283,-111.78903,28.56294549151892,-95.66367525967286,390
886,utilize end-to-end web services,Water Resources,Wildlife Biology,1984-01-06,32.35126,-95.30106,26.514458572689247,-93.49942587472654,113
887,reinvent ubiquitous info-mediaries,Regional Offices,Planetary Sciences,2006-07-14,39.45621,-77.96389,33.94190855737398,-71.55540890624285,256
888,syndicate real-time models,Land Resources,Wildlife Disease,2005-02-08,33.92946,-116.97725,25.337975588361022,-107.93673022762943,473
889,e-enable best-of-breed ROI,Environmental Health,Climatology,2002-09-20,41.85059,-87.882,28.0625846529107,-80.29424667559293,43
890,iterate open-source networks,Natural Hazards,Climatology,2018-06-29,32.54044,-82.90375,29.28330663418774,-80.10859677516397,314
891,exploit impactful eyeballs,Water Resources,Genetics,2020-05-12,41.14676,-73.49484,33.82605560930615,-57.25460964765665,219
892,transform vertical web services,Water Resources,Volcanology,1984-05-25,39.32288,-76.72803,32.343496433820405,-71.23609107374348,280
893,visualize innovative partnerships,Environmental Health,Ecology,1994-09-22,40.2737,-76.88442,29.49682568037,-67.64323213293548,469
894,incentivize granular applications,Water Resources,Genetics,2009-03-27,32.35126,-95.30106,28.149992968788535,-89.8450890855793,195
895,orchestrate cutting-edge schemas,Regional Offices,Geochemistry,2002-10-04,26.91756,-82.07842,26.354941939151445,-64.60225584029746,203
896,implement leading-edge solutions,Environmental Health,Planetary Sciences,2007-01-25,40.34912,-111.90466,32.97471702521889,-93.39884028903138,142
897,iterate distributed e-commerce,Regional Offices,Soil Sciences,2000-05-30,34.77453,-96.67834,21.07984063414217,-87.13291885699638,421
898,disintermediate one-to-one platforms,Land Resources,Genetics,2014-07-12,33.7207,-116.21677,25.526195132999025,-104.23730964043072,163
899,orchestrate compelling e-services,Natural Hazards,Climatology,1970-03-16,38.96372,-76.99081,20.968816482198903,-70.97537992493487,489
900,brand customized e-services,Energy and Minerals,Remote Sensing,2006-12-15,47.92526,-97.03285,44.89805455313593,-85.74111775667458,134
901,syndicate rich communities,Ecosystems,Hydrology,1970-09-19,40.93121,-73.89875,25.31260159671223,-72.2070094093891,488
902,envisioneer holistic channels,Natural Hazards,Wildlife Biology,1984-04-23,40.60538,-73.75513,21.34186177441411,-55.12587246939776,54
903,reinvent real-time networks,Land Resources,Marine Geology,2014-01-09,26.2173,-80.22588,19.816395464320046,-63.25903732610428,25
904,monetize out-of-the-box info-mediaries,Land Resources,Hydrology,2011-07-02,44.99012,-123.02621,30.724834846801524,-112.77970515059465,430
905,seize world-class experiences,Natural Hazards,Forestry,2008-06-20,42.52787,-70.92866,32.56283432939848,-51.08076846470996,140
906,incentivize end-to-end web services,Core Sience Systems,Soil Sciences,2014-07-05,35.61452,-88.81395,30.36849472617068,-77.70464047454615,90
907,facilitate web-enabled metrics,Core Sience Systems,Geochemistry,2006-08-22,43.16547,-77.70066,32.7002211142792,-60.057617868028,138
908,generate frictionless action-items,Natural Hazards,Botany,2008-10-01,37.60876,-77.37331,18.86335036584968,-60.559471237509555,332
909,redefine virtual info-mediaries,Energy and Minerals,Geochemistry,1998-09-11,34.06635,-84.67837,18.690673914440083,-75.27617795777715,272
910,grow holistic e-commerce,Environmental Health,Geomorphology,1974-10-30,33.45122,-86.99666,17.2154363028749,-86.49749393269767,285
911,disintermediate ubiquitous platforms,Energy and Minerals,Volcanology,2018-10-30,39.72943,-104.83192,37.1258994417066,-100.2426921132883,332
912,disintermediate sticky e-services,Core Sience Systems,Wildlife Biology,1984-11-21,37.95143,-91.77127,29.962621533430756,-90.17662475274646,483
913,repurpose efficient supply-chains,Natural Hazards,Geography,1980-01-02,41.55838,-81.56929,38.967633974184636,-62.452643398064374,204
914,extend open-source architectures,Water Resources,Geophysics,2013-01-31,33.7207,-116.21677,25.764007335484983,-106.71510695959695,204
915,exploit sticky solutions,Core Sience Systems,Information Sciences,1976-09-17,42.30865,-83.48216,25.675458141199954,-67.58638441970946,475
916,architect customized models,Regional Offices,Marine Geology,1982-01-30,33.41012,-91.06177,17.365603147421982,-80.2698476291963,318
917,leverage integrated methodologies,Environmental Health,Botany,1983-10-27,42.4251,-71.06616,25.627018697972783,-60.09057886658336,7
918,deploy synergistic partnerships,Natural Hazards,Forestry,2016-06-16,30.17746,-81.38758,17.997370664033873,-70.3971011249375,271
919,harness web-enabled architectures,Energy and Minerals,Genetics,1990-05-30,40.58654,-122.39168,22.630919232644708,-118.85484176849776,486
920,orchestrate bleeding-edge users,Regional Offices,Volcanology,2014-11-25,36.06523,-119.01677,23.496430614120158,-112.42263449183659,22
921,innovate intuitive applications,Regional Offices,Wildlife Biology,1981-12-20,37.71715,-122.40433,31.25740288223381,-119.17241098021141,255
922,e-enable strategic convergence,Natural Hazards,Volcanology,1993-08-19,31.76212,-95.63079,16.004660388538607,-81.27143823645625,37
923,expedite compelling action-items,Regional Offices,Botany,1980-05-08,33.35283,-111.78903,14.131807368706639,-100.15881351152657,74
924,syndicate end-to-end solutions,Energy and Minerals,Remote Sensing,1984-12-02,36.02506,-86.77917,18.449906737704953,-76.1844634627256,399
925,extend user-centric web services,Natural Hazards,Remote Sensing,2006-04-07,41.47892,-87.45476,29.41136109766027,-80.32501396894747,171
926,synergize transparent schemas,Regional Offices,Genetics,1982-03-27,28.54944,-81.77285,10.532600318323716,-69.1628775688979,269
927,brand frictionless niches,Regional Offices,Wildlife Disease,1996-05-06,34.77453,-96.67834,33.8948504217271,-80.50507322843931,267
928,benchmark interactive architectures,Core Sience Systems,Volcanology,1971-04-18,41.80753,-87.65644,40.87180474212774,-87.15900434985521,61
929,repurpose impactful content,Land Resources,Forestry,1985-08-09,39.72943,-104.83192,30.323742536901122,-89.72452491800497,455
930,revolutionize back-end e-markets,Environmental Health,Geography,1993-04-18,46.09273,-88.64235,38.33709231067559,-81.55173546672366,387
931,unleash vertical web-readiness,Core Sience Systems,Climatology,2012-05-28,41.48199,-81.79819,39.840351835866414,-74.06397925034899,126
932,exploit best-of-breed ROI,Environmental Health,Hydrology,1978-01-12,39.09112,-94.41551,24.01585487481476,-82.85737903051873,326
933,enable cross-platform schemas,Ecosystems,Wildlife Biology,2019-08-17,41.8542,-87.66561,38.1666051466911,-75.53070053744568,182
934,streamline robust systems,Land Resources,Information Sciences,2005-12-07,41.75338,-86.11084,28.04443704489726,-77.95921753429693,202
935,mesh scalable e-tailers,Core Sience Systems,Geochemistry,2001-04-25,38.58894,-89.99038,30.039901671064065,-82.74422510282395,287
936,incentivize enterprise users,Environmental Health,Marine Geology,1978-03-09,39.57582,-105.11221,33.13967525850952,-92.20966428673219,321
937,grow intuitive e-services,Environmental Health,Information Sciences,2020-07-06,33.7207,-116.21677,33.02706925558177,-104.26534207028463,415
938,re-intermediate bricks-and-clicks e-commerce,Water Resources,Geophysics,1976-05-31,40.94065,-73.99681,39.73421991067724,-61.208688755543605,385
939,synthesize customized supply-chains,Regional Offices,Wildlife Biology,2002-04-21,38.54491,-121.74052,27.058872748966962,-107.8217000867341,160
940,brand B2C schemas,Environmental Health,Botany,1990-02-07,32.9156,-117.14392,32.09823648981309,-98.85962989062642,483
941,empower rich vortals,Ecosystems,Climatology,2004-05-01,40.24537,-75.64963,38.64132998729575,-71.38809374160918,72
942,transition rich platforms,Land Resources,Ecology,1981-09-04,38.91817,-78.19444,21.04169342801382,-60.35089676082221,380
943,disintermediate revolutionary solutions,Core Sience Systems,Geochemistry,2003-11-14,33.93113,-117.54866,29.206763989571154,-115.71714141052747,400
944,expedite wireless paradigms,Natural Hazards,Hydrology,1970-07-25,34.25807,-88.70464,19.248424622256096,-71.47203535324124,457
945,incubate magnetic architectures,Regional Offices,Mineral Resources,1971-02-17,38.17492,-122.2608,22.317594558909455,-106.59995748280494,424
946,e-enable best-of-breed interfaces,Land Resources,Information Sciences,1971-06-22,33.35283,-111.78903,16.882982885763433,-105.69563421256765,38
947,e-enable revolutionary experiences,Water Resources,Volcanology,1999-05-23,45.53929,-122.38731,44.82386820616742,-107.96136759062571,32
948,deliver robust architectures,Core Sience Systems,Ecology,1995-09-02,41.66394,-83.55521,26.214943767074892,-83.14236551730637,234
949,implement e-business info-mediaries,Ecosystems,Aquatic Biology,2000-10-23,42.4251,-71.06616,25.38236605440128,-67.52358259332443,105
950,engage interactive bandwidth,Land Resources,Ecology,1990-10-14,33.76446,-117.79394,22.55934634364428,-117.4193533864738,129
951,deliver global initiatives,Core Sience Systems,Seismology,2011-02-19,34.09668,-117.71978,23.166544482807787,-116.11337262705507,264
952,leverage best-of-breed info-mediaries,Land Resources,Geomorphology,2011-12-29,33.98154,-81.23621,22.25016521270652,-79.93048800757738,394
953,revolutionize scalable web-readiness,Regional Offices,Forestry,1975-11-25,39.32288,-76.72803,29.96185328878526,-57.97301026294714,481
954,e-enable innovative supply-chains,Natural Hazards,Botany,1996-04-06,30.17746,-81.38758,23.65144890984122,-77.8673780343529,87
955,architect one-to-one paradigms,Core Sience Systems,Planetary Sciences,1989-05-24,40.60538,-73.75513,21.85962754463321,-54.01869148001565,191
956,deliver back-end users,Natural Hazards,Planetary Sciences,1986-03-19,40.63316,-74.13653,25.92159846096512,-63.47758135347208,386
957,mesh dot-com bandwidth,Land Resources,Forestry,1981-07-06,44.99012,-123.02621,25.64560506780719,-115.37810289689286,16
958,productize turn-key metrics,Energy and Minerals,Hydrology,1970-06-05,40.24537,-75.64963,35.250396679282936,-62.98263830204008,381
959,engage back-end models,Land Resources,Geography,1994-09-20,40.65995,-111.99633,27.509716669563737,-103.84438808414063,158
960,engage cutting-edge partnerships,Regional Offices,Energy Resources,1986-08-19,39.09112,-94.41551,19.561418032163182,-82.17956020908419,338
961,iterate distributed interfaces,Regional Offices,Land Use Change,2005-10-03,42.58342,-71.8023,26.185336228550042,-60.36946122741385,292
962,repurpose B2C e-markets,Water Resources,Environmental Health,2019-01-19,41.84364,-87.71255,28.377176554967708,-75.0835395981895,49
963,facilitate open-source metrics,Natural Hazards,Marine Geology,1994-08-03,37.60876,-77.37331,33.5201291052168,-73.8050326611671,323
964,target distributed infrastructures,Natural Hazards,Genetics,2003-08-22,36.20829,-115.98391,18.185645256901715,-111.98434363839475,343
965,morph enterprise functionalities,Water Resources,Genetics,1991-06-18,39.09112,-94.41551,25.873245718717722,-81.58739238441242,300
966,aggregate 24/365 e-markets,Ecosystems,Geophysics,2003-02-14,41.47892,-87.45476,23.1512174808004,-76.47161232613273,7
967,disintermediate compelling relationships,Ecosystems,Wildlife Biology,1994-09-05,42.4251,-71.06616,24.969798295028053,-54.56725527774543,69
968,innovate efficient e-markets,Ecosystems,Geochemistry,1979-02-15,29.84576,-90.10674,20.041023625464717,-80.60736408481476,188
969,streamline holistic technologies,Land Resources,Seismology,1972-08-07,36.02506,-86.77917,28.313785701980642,-81.18699080873047,92
970,envisioneer plug-and-play metrics,Natural Hazards,Geography,2000-08-22,42.93369,-72.27814,31.831819505154723,-72.12697711081933,50
971,revolutionize cross-platform niches,Core Sience Systems,Aquatic Biology,1989-07-23,40.58654,-122.39168,30.681449689337818,-114.49763118987444,93
972,expedite best-of-breed schemas,Energy and Minerals,Planetary Sciences,1978-06-17,35.61452,-88.81395,32.95798584333114,-78.07965691863876,193
973,drive cross-media technologies,Water Resources,Environmental Health,1981-11-27,39.45621,-77.96389,38.68690990563655,-59.295457650020026,290
974,re-intermediate B2C content,Energy and Minerals,Marine Geology,2018-02-10,34.21639,-119.0376,21.308731045228676,-109.00401214962015,88
975,leverage visionary functionalities,Energy and Minerals,Remote Sensing,1970-12-17,41.48199,-81.79819,37.96915344351096,-65.58096026681955,368
976,envisioneer open-source models,Land Resources,Volcanology,1971-11-03,36.91023,-121.75689,17.4729704116727,-117.94241139697921,492
977,benchmark mission-critical relationships,Water Resources,Information Sciences,2016-08-27,34.77453,-96.67834,15.569703371042678,-92.1710838528321,370
978,morph bricks-and-clicks supply-chains,Core Sience Systems,Energy Resources,2003-12-23,40.60538,-73.75513,20.651103814402223,-59.4295139084914,475
979,streamline front-end applications,Core Sience Systems,Wildlife Biology,1973-10-17,41.54566,-71.29144,31.279634189997985,-56.44559138163401,233
980,benchmark holistic solutions,Natural Hazards,Seismology,2013-06-22,41.15376,-87.88754,30.917894260834338,-80.4296295096381,494
981,brand world-class bandwidth,Regional Offices,Wildlife Biology,1975-05-23,41.66394,-83.55521,28.277949845837007,-72.99410678928531,4
982,evolve vertical e-tailers,Land Resources,Planetary Sciences,1987-04-13,39.32011,-76.51552,38.026511493478644,-64.48764928396525,227
983,reinvent robust niches,Regional Offices,Wildlife Disease,2006-08-31,41.85059,-87.882,25.0341642152912,-81.33052097701129,324
984,enable dynamic interfaces,Regional Offices,Volcanology,1985-12-06,41.85059,-87.882,23.32000595510928,-71.18727700590419,222
985,incentivize bleeding-edge paradigms,Land Resources,Geophysics,1984-08-21,47.80527,-122.24064,33.34221283563154,-104.42762632061749,45
986,generate user-centric users,Environmental Health,Botany,2016-05-14,40.56754,-89.64066,35.57691247669618,-87.88150103658413,225
987,seize sticky experiences,Environmental Health,Geography,1985-09-14,38.58894,-89.99038,25.270451488799992,-74.69805378669325,179
988,monetize cross-platform e-markets,Ecosystems,Genetics,2009-05-27,42.24113,-88.3162,37.78638777527689,-79.15527622116588,11
989,cultivate visionary mindshare,Water Resources,Environmental Health,1972-10-17,42.24113,-88.3162,28.63015441457701,-84.66334144583433,415
990,incentivize B2C e-business,Ecosystems,Mineral Resources,1971-08-27,38.17492,-122.2608,31.069311309842536,-119.76537542946163,268
991,utilize ubiquitous e-services,Land Resources,Botany,1974-05-26,41.66394,-83.55521,31.49248446146887,-74.68024142560483,26
992,aggregate value-added e-commerce,Regional Offices,Planetary Sciences,1979-09-24,34.06635,-84.67837,25.244592534508016,-76.12164884543367,75
993,morph innovative e-markets,Ecosystems,Geochemistry,1983-10-01,40.67705,-73.89125,22.833619203217914,-62.299133361347685,458
994,reinvent e-business supply-chains,Core Sience Systems,Soil Sciences,2011-06-13,42.35843,-71.05977,29.300089327308534,-59.17230532176366,16
995,deliver 24/7 communities,Water Resources,Seismology,2006-08-23,33.52253,-117.70755,25.83939560845515,-103.72380062205704,57
996,monetize open-source channels,Natural Hazards,Wildlife Biology,1997-05-06,34.25807,-88.70464,27.90684590014754,-81.41005317085849,99
997,implement synergistic ROI,Natural Hazards,Hydrology,1998-05-09,45.16024,-93.08883,44.76204511261351,-87.9561051022559,244
998,evolve revolutionary content,Environmental Health,Climatology,1980-11-05,43.91452,-69.96533,38.4485122739311,-57.96482903726442,120
999,innovate best-of-breed synergies,Energy and Minerals,Seismology,2008-11-19,25.67927,-80.31727,23.623404791252753,-67.16065038585671,13
